Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
22,0.576986,0.313195,0.58338,0.315863,0.594771,0.318018,0.597029,0.271235,0.600734,0.219954,0.535302,0.331159,0.545889,0.331833,0.563987,0.330132,0.570408,0.278855,0.587708,0.226515,0.630446,0.209247,0.629666,0.200279,0.627879,0.175386,0.620814,0.142565,0.607614,0.138932,0.5451,0.22802,0.552022,0.21651,0.572647,0.185297,0.590703,0.145997,0.600687,0.140331,0.604282,0.0922966,0.604852,0.121018,0.607527,0.134737,0.612219,0.14725,0.608891,0.169854,0.605262,0.184194,0.601916,0.195748,0.602861,0.212341,0.597132,0.219612,0.584293,0.114952,0.587111,0.11037,0.590222,0.110003,0.597432,0.112924,0.605876,0.111799,0.562326,0.340901,0.565308,0.337623,0.597568,0.32578,0.590879,0.327473,0.544281,0.337498,0.547425,0.334303,0.586458,0.318858,0.57987,0.320473,0.533575,0.335085,0.536814,0.331942,0.580096,0.314594,0.573568,0.316163,0.590703,0.145997,0.572647,0.185297,0.552022,0.21651,0.620814,0.142565,0.627879,0.175386,0.629666,0.200279,0.587708,0.226515,0.570408,0.278855,0.563987,0.330132,0.545889,0.331833,0.600734,0.219954,0.597029,0.271235,0.594771,0.318018,0.58338,0.315863,
23,0.57699,0.313193,0.583374,0.315861,0.594747,0.318019,0.596896,0.271217,0.600658,0.219974,0.535306,0.331188,0.545906,0.331864,0.564028,0.330165,0.570463,0.278911,0.587593,0.226513,0.630273,0.209225,0.629513,0.200297,0.627814,0.175426,0.620785,0.142574,0.607565,0.138936,0.54515,0.228095,0.552063,0.216582,0.572613,0.185322,0.590642,0.146,0.600619,0.140328,0.604381,0.092267,0.604846,0.121001,0.607478,0.134735,0.612149,0.147258,0.60881,0.169862,0.605174,0.184201,0.601823,0.195753,0.602761,0.212351,0.597036,0.219622,0.584333,0.114837,0.587148,0.11028,0.590288,0.109902,0.597418,0.112907,0.605946,0.11175,0.562369,0.340934,0.56533,0.337649,0.597547,0.325784,0.590852,0.327472,0.544305,0.337531,0.547428,0.334329,0.586454,0.318859,0.579861,0.320469,0.533587,0.335117,0.536806,0.331968,0.580103,0.314593,0.573569,0.316158,0.590642,0.146,0.572613,0.185322,0.552063,0.216582,0.620785,0.142574,0.627814,0.175426,0.629513,0.200297,0.587593,0.226513,0.570463,0.278911,0.564028,0.330165,0.545906,0.331864,0.600658,0.219974,0.596896,0.271217,0.594747,0.318019,0.583374,0.315861,
24,0.576996,0.313197,0.583367,0.315856,0.594717,0.317994,0.596813,0.271193,0.600486,0.219932,0.535318,0.331205,0.545924,0.33189,0.564059,0.33021,0.570519,0.278976,0.587545,0.226537,0.630091,0.209203,0.629339,0.200327,0.627745,0.175478,0.620735,0.142581,0.60753,0.138949,0.54518,0.228172,0.552083,0.216655,0.57258,0.185363,0.590557,0.146012,0.600573,0.140342,0.604498,0.09225,0.604858,0.120998,0.607446,0.134746,0.612102,0.147277,0.608757,0.169881,0.605112,0.184215,0.60175,0.195762,0.602682,0.212352,0.596935,0.219615,0.584388,0.114734,0.587201,0.110201,0.590368,0.109813,0.597425,0.112904,0.606031,0.111713,0.562391,0.340978,0.565345,0.33769,0.597526,0.325768,0.590825,0.32745,0.54432,0.337557,0.547438,0.334353,0.586453,0.318859,0.579854,0.320464,0.533599,0.335134,0.536811,0.331982,0.580113,0.314601,0.573574,0.316161,0.590557,0.146012,0.57258,0.185363,0.552083,0.216655,0.620735,0.142581,0.627745,0.175478,0.629339,0.200327,0.587545,0.226537,0.570519,0.278976,0.564059,0.33021,0.545924,0.33189,0.600486,0.219932,0.596813,0.271193,0.594717,0.317994,0.583367,0.315856,
25,0.577017,0.313182,0.58338,0.31585,0.59472,0.317986,0.596648,0.271144,0.600449,0.219963,0.535324,0.331226,0.545936,0.331921,0.564079,0.33026,0.570527,0.27903,0.587546,0.226596,0.629905,0.209197,0.629157,0.200354,0.627664,0.175533,0.620685,0.142606,0.60745,0.138958,0.54523,0.228283,0.552087,0.21674,0.572531,0.185417,0.590427,0.146027,0.600473,0.140348,0.604594,0.0922181,0.604829,0.120981,0.607367,0.134745,0.612005,0.147286,0.608665,0.169893,0.605027,0.184229,0.601675,0.19578,0.602645,0.21237,0.596911,0.219651,0.584418,0.114594,0.587225,0.110095,0.59043,0.109689,0.597382,0.112892,0.6061,0.11165,0.56241,0.341027,0.565358,0.337724,0.597514,0.325777,0.590807,0.327436,0.544333,0.337592,0.547445,0.334373,0.58646,0.318866,0.579856,0.320449,0.533607,0.335161,0.536815,0.331994,0.580131,0.314598,0.573586,0.316136,0.590427,0.146027,0.572531,0.185417,0.552087,0.21674,0.620685,0.142606,0.627664,0.175533,0.629157,0.200354,0.587546,0.226596,0.570527,0.27903,0.564079,0.33026,0.545936,0.331921,0.600449,0.219963,0.596648,0.271144,0.59472,0.317986,0.58338,0.31585,
26,0.577032,0.31319,0.58338,0.315854,0.594696,0.31798,0.596497,0.271129,0.600298,0.219965,0.535338,0.331229,0.545947,0.331945,0.56409,0.330325,0.570563,0.279122,0.58743,0.226617,0.629722,0.209208,0.628973,0.200404,0.62756,0.175599,0.620626,0.142634,0.607354,0.138987,0.545275,0.228361,0.552082,0.21679,0.572485,0.185445,0.590303,0.146013,0.600367,0.14037,0.604732,0.0921969,0.604803,0.120976,0.607278,0.134758,0.611904,0.147305,0.608579,0.169919,0.604939,0.184257,0.601578,0.195806,0.602532,0.212394,0.596784,0.219667,0.584458,0.114436,0.587267,0.109974,0.590507,0.109556,0.597358,0.112882,0.606177,0.111599,0.562408,0.341089,0.565363,0.337774,0.59749,0.325785,0.590773,0.327429,0.544337,0.337618,0.547456,0.334387,0.586462,0.31888,0.579849,0.320448,0.533616,0.335167,0.53683,0.331989,0.580149,0.314615,0.573597,0.316138,0.590303,0.146013,0.572485,0.185445,0.552082,0.21679,0.620626,0.142634,0.62756,0.175599,0.628973,0.200404,0.58743,0.226617,0.570563,0.279122,0.56409,0.330325,0.545947,0.331945,0.600298,0.219965,0.596497,0.271129,0.594696,0.31798,0.58338,0.315854,
27,0.577079,0.313226,0.583412,0.315884,0.594703,0.318,0.596393,0.27112,0.600174,0.219971,0.535359,0.33128,0.545972,0.332009,0.564122,0.330415,0.570602,0.279237,0.587304,0.226636,0.629559,0.209213,0.628754,0.200443,0.627468,0.175666,0.620564,0.142663,0.607253,0.139008,0.545281,0.228451,0.552077,0.216876,0.572405,0.185485,0.590189,0.146029,0.600234,0.140389,0.604843,0.0921743,0.604759,0.120968,0.60717,0.13477,0.611777,0.147325,0.608463,0.169944,0.604824,0.18428,0.601462,0.195827,0.602411,0.212415,0.596661,0.219682,0.584486,0.114279,0.58729,0.109856,0.590574,0.109421,0.5973,0.112874,0.606249,0.111544,0.562437,0.341179,0.565389,0.337847,0.597497,0.325819,0.590772,0.327448,0.544361,0.337687,0.547477,0.334439,0.586496,0.31892,0.579875,0.320473,0.533637,0.335224,0.536848,0.332029,0.580199,0.314659,0.573638,0.316168,0.590189,0.146029,0.572405,0.185485,0.552077,0.216876,0.620564,0.142663,0.627468,0.175666,0.628754,0.200443,0.587304,0.226636,0.570602,0.279237,0.564122,0.330415,0.545972,0.332009,0.600174,0.219971,0.596393,0.27112,0.594703,0.318,0.583412,0.315884,
28,0.577089,0.313182,0.583399,0.31584,0.594654,0.31795,0.596282,0.271072,0.599959,0.219951,0.535336,0.331253,0.545941,0.332009,0.564083,0.330463,0.570665,0.279318,0.587113,0.226629,0.629388,0.209249,0.628526,0.200507,0.627317,0.175721,0.620529,0.142682,0.607186,0.139017,0.545311,0.228555,0.552045,0.216946,0.572288,0.185504,0.590099,0.146046,0.600144,0.14039,0.604922,0.092153,0.604736,0.120959,0.607102,0.134776,0.611679,0.147345,0.608338,0.169962,0.604681,0.184291,0.601302,0.195831,0.602229,0.212417,0.596464,0.219674,0.584533,0.114157,0.587314,0.109769,0.590653,0.10931,0.597234,0.112883,0.606342,0.11148,0.562383,0.341223,0.565349,0.337875,0.597446,0.325784,0.590708,0.327393,0.544321,0.337688,0.54745,0.334427,0.586486,0.318888,0.579853,0.320422,0.533606,0.335201,0.536829,0.331993,0.580212,0.314626,0.57364,0.316116,0.590099,0.146046,0.572288,0.185504,0.552045,0.216946,0.620529,0.142682,0.627317,0.175721,0.628526,0.200507,0.587113,0.226629,0.570665,0.279318,0.564083,0.330463,0.545941,0.332009,0.599959,0.219951,0.596282,0.271072,0.594654,0.31795,0.583399,0.31584,
29,0.5771,0.313191,0.583399,0.315839,0.594633,0.317929,0.596183,0.271048,0.5998,0.219949,0.535352,0.331253,0.545952,0.332031,0.564087,0.330529,0.570653,0.279393,0.587014,0.22667,0.629226,0.209279,0.628296,0.200563,0.62719,0.175784,0.620475,0.142711,0.607083,0.139044,0.545337,0.228672,0.551999,0.217025,0.572178,0.185545,0.589932,0.146054,0.600017,0.140413,0.605008,0.0921382,0.604685,0.120957,0.606997,0.134791,0.611557,0.147369,0.608227,0.169992,0.604571,0.184321,0.601188,0.195859,0.602114,0.212442,0.59634,0.219695,0.58457,0.114012,0.587328,0.109665,0.59073,0.109184,0.597138,0.112893,0.606433,0.111421,0.562378,0.341286,0.565355,0.337917,0.597437,0.325769,0.590693,0.327376,0.544326,0.337715,0.547465,0.334432,0.586493,0.31889,0.579854,0.320422,0.533617,0.335207,0.53685,0.331978,0.580228,0.314637,0.573652,0.316125,0.589932,0.146054,0.572178,0.185545,0.551999,0.217025,0.620475,0.142711,0.62719,0.175784,0.628296,0.200563,0.587014,0.22667,0.570653,0.279393,0.564087,0.330529,0.545952,0.332031,0.5998,0.219949,0.596183,0.271048,0.594633,0.317929,0.583399,0.315839,
30,0.577105,0.313193,0.583392,0.315836,0.594607,0.317915,0.596034,0.271037,0.599633,0.219951,0.53534,0.331252,0.545934,0.332053,0.564062,0.330592,0.570627,0.279468,0.586904,0.226706,0.62903,0.209334,0.628084,0.200617,0.627034,0.175845,0.620406,0.142752,0.606943,0.139066,0.545358,0.228787,0.551932,0.217095,0.57204,0.185574,0.589793,0.146068,0.599857,0.140441,0.605077,0.0921234,0.604604,0.120954,0.606856,0.134806,0.611405,0.147391,0.608095,0.170017,0.604443,0.184346,0.601059,0.195882,0.601987,0.212462,0.596205,0.219714,0.584579,0.113861,0.587319,0.109552,0.59078,0.109055,0.597022,0.11289,0.606491,0.111372,0.562338,0.341346,0.565329,0.337968,0.597409,0.325768,0.590658,0.327361,0.544298,0.337738,0.547451,0.334446,0.586485,0.318896,0.579841,0.320414,0.533597,0.335208,0.536844,0.33197,0.580233,0.314646,0.573651,0.316121,0.589793,0.146068,0.57204,0.185574,0.551932,0.217095,0.620406,0.142752,0.627034,0.175845,0.628084,0.200617,0.586904,0.226706,0.570627,0.279468,0.564062,0.330592,0.545934,0.332053,0.599633,0.219951,0.596034,0.271037,0.594607,0.317915,0.583392,0.315836,
31,0.577153,0.313189,0.583422,0.315827,0.594609,0.317898,0.595936,0.271013,0.599486,0.219966,0.535357,0.331255,0.545945,0.332077,0.564063,0.330658,0.570619,0.279556,0.586828,0.226764,0.62884,0.209394,0.627902,0.200692,0.626883,0.175904,0.620366,0.142781,0.60683,0.139086,0.545374,0.228886,0.551888,0.217166,0.571921,0.1856,0.589659,0.146075,0.599723,0.140455,0.605139,0.0921067,0.604542,0.120947,0.606745,0.134815,0.611273,0.147411,0.607963,0.170041,0.604312,0.184372,0.600929,0.195909,0.601877,0.212487,0.596094,0.219746,0.584604,0.113718,0.587318,0.109451,0.590842,0.108928,0.596913,0.112901,0.606566,0.111307,0.56233,0.341409,0.565334,0.338013,0.597406,0.325767,0.590645,0.32734,0.544302,0.337765,0.547466,0.334457,0.586516,0.3189,0.579862,0.320398,0.533608,0.335217,0.536865,0.331962,0.580284,0.314654,0.573692,0.316109,0.589659,0.146075,0.571921,0.1856,0.551888,0.217166,0.620366,0.142781,0.626883,0.175904,0.627902,0.200692,0.586828,0.226764,0.570619,0.279556,0.564063,0.330658,0.545945,0.332077,0.599486,0.219966,0.595936,0.271013,0.594609,0.317898,0.583422,0.315827,
32,0.577173,0.313185,0.583429,0.31582,0.594593,0.317883,0.595816,0.270993,0.599306,0.219979,0.535365,0.331249,0.545943,0.332094,0.564049,0.330719,0.570584,0.279615,0.586718,0.226811,0.628628,0.209462,0.62772,0.200767,0.626719,0.175964,0.620333,0.142824,0.606701,0.139109,0.545368,0.228974,0.55184,0.217235,0.571774,0.185608,0.589562,0.146084,0.599585,0.140477,0.605188,0.0920968,0.604469,0.120947,0.606623,0.13483,0.611137,0.147435,0.60783,0.170069,0.604177,0.184399,0.60079,0.195936,0.601743,0.212512,0.595952,0.219774,0.584626,0.113584,0.58731,0.109356,0.590903,0.108813,0.596784,0.11291,0.60664,0.111257,0.562302,0.341467,0.565324,0.338059,0.597392,0.325762,0.590624,0.327323,0.54429,0.337784,0.547471,0.334464,0.586525,0.318899,0.579864,0.320387,0.533606,0.335214,0.536881,0.331948,0.580307,0.314656,0.573709,0.316101,0.589562,0.146084,0.571774,0.185608,0.55184,0.217235,0.620333,0.142824,0.626719,0.175964,0.62772,0.200767,0.586718,0.226811,0.570584,0.279615,0.564049,0.330719,0.545943,0.332094,0.599306,0.219979,0.595816,0.270993,0.594593,0.317883,0.583429,0.31582,
33,0.577181,0.31319,0.583431,0.315816,0.594584,0.317863,0.595721,0.270998,0.59921,0.220002,0.535361,0.331249,0.545934,0.332113,0.564034,0.330772,0.570562,0.279692,0.586573,0.226831,0.628427,0.209522,0.627534,0.200838,0.626566,0.176029,0.620261,0.142853,0.606563,0.13912,0.545346,0.229056,0.551788,0.217307,0.571642,0.185632,0.58941,0.146085,0.599436,0.14049,0.605211,0.0920804,0.604381,0.120939,0.60649,0.134836,0.61099,0.147451,0.607685,0.170087,0.604032,0.184417,0.600647,0.195953,0.601607,0.212532,0.595827,0.219795,0.584632,0.113452,0.587283,0.10926,0.590945,0.108698,0.596635,0.112912,0.606696,0.111202,0.562278,0.341517,0.56531,0.338095,0.597387,0.325749,0.590615,0.327306,0.544275,0.337805,0.547465,0.334472,0.586529,0.3189,0.579865,0.320383,0.533597,0.335217,0.53688,0.331939,0.580317,0.314664,0.573716,0.316104,0.58941,0.146085,0.571642,0.185632,0.551788,0.217307,0.620261,0.142853,0.626566,0.176029,0.627534,0.200838,0.586573,0.226831,0.570562,0.279692,0.564034,0.330772,0.545934,0.332113,0.59921,0.220002,0.595721,0.270998,0.594584,0.317863,0.583431,0.315816,
34,0.577202,0.31318,0.583434,0.315802,0.59456,0.317839,0.59562,0.270995,0.599066,0.220005,0.535361,0.33124,0.545927,0.332126,0.564017,0.330828,0.570532,0.279763,0.586467,0.226871,0.628266,0.209577,0.627334,0.200922,0.6264,0.176092,0.620233,0.142887,0.606446,0.139139,0.545311,0.229126,0.551739,0.217373,0.571509,0.185649,0.589251,0.146076,0.59928,0.140511,0.605232,0.0920738,0.604295,0.120941,0.606358,0.134852,0.610839,0.147476,0.607542,0.170114,0.603894,0.184442,0.600512,0.195976,0.601483,0.212552,0.595702,0.219816,0.584639,0.113338,0.587257,0.109176,0.590987,0.108603,0.596493,0.112913,0.606748,0.111167,0.562248,0.34157,0.565294,0.338137,0.597366,0.325736,0.590585,0.32728,0.544258,0.33782,0.547462,0.334476,0.586536,0.318893,0.579864,0.320365,0.533589,0.335211,0.536885,0.331923,0.580341,0.314661,0.573732,0.31609,0.589251,0.146076,0.571509,0.185649,0.551739,0.217373,0.620233,0.142887,0.6264,0.176092,0.627334,0.200922,0.586467,0.226871,0.570532,0.279763,0.564017,0.330828,0.545927,0.332126,0.599066,0.220005,0.59562,0.270995,0.59456,0.317839,0.583434,0.315802,
35,0.577214,0.313187,0.583439,0.315797,0.59455,0.317812,0.595523,0.270972,0.598921,0.220022,0.535349,0.331243,0.545911,0.332142,0.563996,0.330866,0.570484,0.279811,0.58631,0.226895,0.628095,0.20963,0.627146,0.201007,0.626274,0.176175,0.620163,0.142921,0.606332,0.139159,0.545282,0.229212,0.551668,0.217443,0.571368,0.185679,0.589095,0.146085,0.599159,0.140527,0.605228,0.0920692,0.604217,0.120943,0.60625,0.134865,0.610719,0.147498,0.607418,0.170141,0.603763,0.184469,0.600375,0.196002,0.601337,0.21258,0.595553,0.219839,0.584647,0.113247,0.587227,0.109114,0.591025,0.108523,0.596344,0.112928,0.606802,0.11113,0.562218,0.341606,0.565272,0.33817,0.597366,0.325714,0.590581,0.327257,0.544236,0.337835,0.547448,0.334488,0.586547,0.318891,0.579871,0.320361,0.533572,0.335214,0.536876,0.331923,0.580357,0.31467,0.573745,0.316097,0.589095,0.146085,0.571368,0.185679,0.551668,0.217443,0.620163,0.142921,0.626274,0.176175,0.627146,0.201007,0.58631,0.226895,0.570484,0.279811,0.563996,0.330866,0.545911,0.332142,0.598921,0.220022,0.595523,0.270972,0.59455,0.317812,0.583439,0.315797,
36,0.577243,0.313152,0.583446,0.315773,0.594518,0.317815,0.595423,0.271,0.598792,0.220055,0.53534,0.33124,0.545893,0.332148,0.563962,0.33089,0.570457,0.279844,0.586183,0.226902,0.627933,0.209682,0.626956,0.201099,0.626158,0.176256,0.620066,0.142939,0.606205,0.139179,0.545267,0.229283,0.551611,0.217497,0.571209,0.185671,0.58897,0.146072,0.599035,0.140565,0.605214,0.0920719,0.604121,0.120952,0.606126,0.134884,0.610607,0.147517,0.607341,0.170165,0.603691,0.184495,0.600297,0.196028,0.601233,0.212611,0.595433,0.219863,0.584638,0.11316,0.587183,0.109054,0.591045,0.108451,0.596187,0.11294,0.606834,0.111106,0.562179,0.341629,0.56525,0.338187,0.597342,0.325713,0.590545,0.327254,0.544212,0.337842,0.547439,0.33449,0.586559,0.318866,0.579872,0.320334,0.533557,0.335213,0.536876,0.331917,0.580392,0.314635,0.573769,0.316061,0.58897,0.146072,0.571209,0.185671,0.551611,0.217497,0.620066,0.142939,0.626158,0.176256,0.626956,0.201099,0.586183,0.226902,0.570457,0.279844,0.563962,0.33089,0.545893,0.332148,0.598792,0.220055,0.595423,0.271,0.594518,0.317815,0.583446,0.315773,
37,0.577278,0.313144,0.583455,0.31577,0.594482,0.317816,0.595333,0.271004,0.598663,0.220101,0.535345,0.33118,0.545896,0.332128,0.563968,0.330948,0.570328,0.279905,0.58607,0.226966,0.627802,0.20974,0.626765,0.201199,0.62601,0.176328,0.620042,0.142966,0.606079,0.13922,0.545223,0.229357,0.551539,0.217562,0.571065,0.185694,0.588796,0.14607,0.598886,0.140603,0.605212,0.0920886,0.604029,0.120974,0.605996,0.134917,0.610462,0.147558,0.607202,0.17021,0.603556,0.184542,0.600164,0.196075,0.60111,0.212659,0.595311,0.219915,0.584632,0.113073,0.587145,0.108999,0.591069,0.108378,0.59604,0.112973,0.606866,0.111085,0.562155,0.341679,0.565236,0.338224,0.597312,0.325722,0.590501,0.327252,0.544199,0.337822,0.547437,0.334458,0.586574,0.318868,0.579874,0.320326,0.533552,0.335155,0.536882,0.331847,0.580433,0.314633,0.573798,0.316048,0.588796,0.14607,0.571065,0.185694,0.551539,0.217562,0.620042,0.142966,0.62601,0.176328,0.626765,0.201199,0.58607,0.226966,0.570328,0.279905,0.563968,0.330948,0.545896,0.332128,0.598663,0.220101,0.595333,0.271004,0.594482,0.317816,0.583455,0.31577,
38,0.577305,0.313139,0.583466,0.315758,0.594468,0.317791,0.59523,0.270997,0.598544,0.220129,0.535339,0.331174,0.545884,0.332137,0.563952,0.330985,0.570286,0.279956,0.585935,0.227001,0.627675,0.209791,0.626581,0.201298,0.625868,0.176411,0.619999,0.143009,0.60598,0.139238,0.545151,0.229421,0.551475,0.217633,0.570915,0.185715,0.588632,0.146068,0.598769,0.140623,0.60517,0.092093,0.603945,0.120987,0.605892,0.134938,0.610345,0.147589,0.607073,0.170242,0.603422,0.184572,0.600029,0.196104,0.600978,0.21269,0.595182,0.219947,0.584618,0.113035,0.587096,0.108972,0.591077,0.10835,0.595893,0.112977,0.606887,0.111088,0.562126,0.341714,0.565217,0.338257,0.597299,0.32571,0.590479,0.327225,0.544179,0.33783,0.547426,0.334464,0.586588,0.318866,0.57988,0.320309,0.533539,0.335149,0.536877,0.33184,0.580462,0.314635,0.57382,0.316037,0.588632,0.146068,0.570915,0.185715,0.551475,0.217633,0.619999,0.143009,0.625868,0.176411,0.626581,0.201298,0.585935,0.227001,0.570286,0.279956,0.563952,0.330985,0.545884,0.332137,0.598544,0.220129,0.59523,0.270997,0.594468,0.317791,0.583466,0.315758,
39,0.577339,0.31314,0.58348,0.315749,0.594448,0.317762,0.59514,0.270987,0.598401,0.220137,0.535335,0.331167,0.545877,0.332145,0.563943,0.331024,0.570203,0.280004,0.585835,0.22705,0.627544,0.209851,0.626396,0.20138,0.625751,0.176499,0.619923,0.143043,0.605864,0.139264,0.54507,0.229472,0.551415,0.2177,0.570757,0.185725,0.588466,0.146052,0.598641,0.140658,0.605143,0.0921033,0.603853,0.121006,0.605773,0.134967,0.610221,0.147626,0.606952,0.17028,0.603302,0.184608,0.599908,0.196138,0.600863,0.212722,0.595063,0.219976,0.584597,0.112993,0.587047,0.108938,0.591079,0.108324,0.595752,0.112975,0.606897,0.111106,0.562104,0.34175,0.565203,0.338291,0.597286,0.325694,0.590456,0.327196,0.544165,0.337838,0.547419,0.334469,0.586608,0.318865,0.57989,0.320297,0.53353,0.335142,0.536875,0.33183,0.580502,0.314644,0.57385,0.316033,0.588466,0.146052,0.570757,0.185725,0.551415,0.2177,0.619923,0.143043,0.625751,0.176499,0.626396,0.20138,0.585835,0.22705,0.570203,0.280004,0.563943,0.331024,0.545877,0.332145,0.598401,0.220137,0.59514,0.270987,0.594448,0.317762,0.58348,0.315749,
40,0.577383,0.31312,0.583499,0.315738,0.594427,0.317738,0.594998,0.270957,0.598294,0.220182,0.535325,0.331165,0.545863,0.332154,0.563924,0.331055,0.570171,0.28006,0.585684,0.227082,0.627405,0.209923,0.626219,0.201473,0.625655,0.176593,0.619839,0.143082,0.605767,0.139285,0.544985,0.229535,0.551331,0.217769,0.570603,0.185753,0.588289,0.146055,0.598506,0.14068,0.605103,0.0921067,0.603762,0.121019,0.605654,0.134989,0.610087,0.147657,0.606818,0.170314,0.60317,0.184641,0.599776,0.196172,0.600729,0.21276,0.594932,0.220014,0.584577,0.112949,0.586994,0.108903,0.59108,0.108292,0.595604,0.112973,0.606908,0.111112,0.562072,0.341779,0.56518,0.338325,0.597256,0.325694,0.590412,0.327167,0.544142,0.337844,0.547404,0.334482,0.586625,0.318874,0.579895,0.320276,0.533513,0.335137,0.536867,0.33183,0.580545,0.314639,0.573882,0.315999,0.588289,0.146055,0.570603,0.185753,0.551331,0.217769,0.619839,0.143082,0.625655,0.176593,0.626219,0.201473,0.585684,0.227082,0.570171,0.28006,0.563924,0.331055,0.545863,0.332154,0.598294,0.220182,0.594998,0.270957,0.594427,0.317738,0.583499,0.315738,
41,0.577439,0.313154,0.58354,0.31576,0.594436,0.317725,0.594905,0.270965,0.598229,0.220229,0.535351,0.331175,0.545886,0.332179,0.563946,0.331106,0.57009,0.280111,0.585584,0.227145,0.627231,0.21004,0.626081,0.201546,0.625537,0.176665,0.619765,0.143119,0.60562,0.139313,0.544896,0.229598,0.551239,0.217838,0.570443,0.185782,0.588091,0.146052,0.598351,0.140707,0.605063,0.0921094,0.603647,0.121029,0.60551,0.135009,0.609937,0.147683,0.606676,0.170348,0.603035,0.18468,0.599651,0.196214,0.600625,0.212806,0.594843,0.220066,0.584536,0.112886,0.586927,0.108853,0.591063,0.108246,0.595446,0.112965,0.606896,0.111116,0.562083,0.341828,0.565198,0.338369,0.597293,0.325684,0.590441,0.327163,0.544159,0.33787,0.547429,0.334503,0.58668,0.318894,0.579943,0.320302,0.533535,0.335148,0.536895,0.331838,0.58061,0.31467,0.57394,0.316037,0.588091,0.146052,0.570443,0.185782,0.551239,0.217838,0.619765,0.143119,0.625537,0.176665,0.626081,0.201546,0.585584,0.227145,0.57009,0.280111,0.563946,0.331106,0.545886,0.332179,0.598229,0.220229,0.594905,0.270965,0.594436,0.317725,0.58354,0.31576,
42,0.577439,0.313104,0.583519,0.315726,0.594379,0.317686,0.594754,0.270939,0.598041,0.220263,0.535315,0.331141,0.545847,0.332164,0.563904,0.331127,0.570013,0.280145,0.585378,0.227172,0.627072,0.210133,0.625931,0.201643,0.625423,0.176752,0.619684,0.143159,0.6055,0.139343,0.544798,0.229667,0.551134,0.217908,0.570261,0.185806,0.587939,0.146071,0.598229,0.140733,0.605011,0.092122,0.603551,0.121049,0.605396,0.135037,0.609814,0.147719,0.606537,0.170388,0.602883,0.18472,0.599488,0.196253,0.600441,0.212849,0.59465,0.220101,0.584506,0.112854,0.586866,0.108832,0.591052,0.108224,0.595298,0.112978,0.606893,0.111125,0.562026,0.341845,0.565148,0.338384,0.597237,0.325657,0.590374,0.32712,0.54411,0.337853,0.547387,0.334484,0.586663,0.31887,0.579915,0.320263,0.533492,0.335113,0.536859,0.331801,0.580612,0.314626,0.573932,0.315979,0.587939,0.146071,0.570261,0.185806,0.551134,0.217908,0.619684,0.143159,0.625423,0.176752,0.625931,0.201643,0.585378,0.227172,0.570013,0.280145,0.563904,0.331127,0.545847,0.332164,0.598041,0.220263,0.594754,0.270939,0.594379,0.317686,0.583519,0.315726,
